x;y;theta
1.75006;-1.7206;-1.45481
1.73476;-1.72929;-1.46559
1.71495;-1.74022;-1.47945
1.70476;-1.7457;-1.48654
1.68672;-1.75519;-1.49902
1.67384;-1.76179;-1.50788
1.66618;-1.76564;-1.51314
1.65855;-1.76943;-1.51835
1.64575;-1.77568;-1.52708
1.63252;-1.78199;-1.53605
1.62454;-1.78573;-1.54145
1.6026;-1.79573;-1.55622
1.58898;-1.80175;-1.56534
1.58346;-1.80415;-1.56903
1.57261;-1.80879;-1.57625
1.55882;-1.81456;-1.58541
1.55024;-1.81807;-1.59108
1.54445;-1.8204;-1.59491
1.51647;-1.83134;-1.61331
1.51074;-1.83351;-1.61706
1.48777;-1.84195;-1.63205
1.47359;-1.84697;-1.64127
1.45925;-1.8519;-1.65055
1.44786;-1.85571;-1.65791
1.43626;-1.85949;-1.66538
1.43626;-1.85949;-1.66538
1.40993;-1.86772;-1.68227
1.40082;-1.87045;-1.6881
1.36517;-1.8806;-1.71081
1.35613;-1.88304;-1.71654
1.35001;-1.88465;-1.72042
1.34142;-1.88688;-1.72585
1.31995;-1.89223;-1.7394
1.3115;-1.89425;-1.74472
1.30563;-1.89563;-1.74842
1.28407;-1.90048;-1.76195
1.26822;-1.90386;-1.77188
1.25864;-1.90582;-1.77787
1.24634;-1.90825;-1.78555
1.23426;-1.91054;-1.79308
1.22253;-1.91268;-1.80038
1.20404;-1.91587;-1.81187
1.20404;-1.91587;-1.81187
1.18254;-1.9193;-1.82521
1.15847;-1.92279;-1.8401
1.14297;-1.92485;-1.84968
1.12141;-1.92746;-1.86298
1.12141;-1.92746;-1.86298
1.11849;-1.92779;-1.86478
1.08443;-1.93126;-1.88575
1.08443;-1.93126;-1.88575
1.05939;-1.93335;-1.90114
1.04056;-1.93467;-1.9127
1.02193;-1.93576;-1.92413
1.02193;-1.93576;-1.92413
0.991248;-1.93708;-1.94294
0.984796;-1.93729;-1.94689
0.963712;-1.93778;-1.95981
0.957414;-1.93788;-1.96367
0.935736;-1.93802;-1.97695
0.929601;-1.93801;-1.9807
0.929601;-1.93801;-1.9807
0.929601;-1.93801;-1.9807
0.883682;-1.93718;-2.00883
0.874964;-1.93688;-2.01418
0.850866;-1.9358;-2.02895
0.838529;-1.93511;-2.03652
0.820619;-1.93394;-2.04751
0.820619;-1.93394;-2.04751
0.820619;-1.93394;-2.04751
0.797303;-1.93212;-2.06184
0.797303;-1.93212;-2.06184
0.797303;-1.93212;-2.06184
0.797303;-1.93212;-2.06184
0.765785;-1.92912;-2.08123
0.725602;-1.92441;-2.10601
0.725602;-1.92441;-2.10601
0.725602;-1.92441;-2.10601
0.687877;-1.91906;-2.12934
0.682274;-1.91819;-2.13282
0.668249;-1.91592;-2.14152
0.656642;-1.91395;-2.14873
0.642648;-1.91145;-2.15744
0.628786;-1.90886;-2.16607
0.620578;-1.90727;-2.17119
0.591454;-1.90126;-2.18941
0.580095;-1.89876;-2.19653
0.580095;-1.89876;-2.19653
0.556953;-1.89342;-2.21108
0.539736;-1.88921;-2.22193
0.52863;-1.88639;-2.22895
0.517201;-1.8834;-2.23619
0.491239;-1.87628;-2.25267
0.482713;-1.87384;-2.25811
0.482713;-1.87384;-2.25811
0.482713;-1.87384;-2.25811
0.482713;-1.87384;-2.25811
0.482713;-1.87384;-2.25811
0.527453;-1.88608;-2.2297
0.527453;-1.88608;-2.2297
0.504625;-1.88001;-2.24416
0.499143;-1.8785;-2.24765
0.499143;-1.8785;-2.24765
0.499143;-1.8785;-2.24765
0.490845;-1.87617;-2.25293
0.490845;-1.87617;-2.25293
0.490845;-1.87617;-2.25293
0.490845;-1.87617;-2.25293
0.490845;-1.87617;-2.25293
0.490845;-1.87617;-2.25293
0.501273;-1.87909;-2.24629
0.501273;-1.87909;-2.24629
0.481933;-1.87362;-2.2586
0.481933;-1.87362;-2.2586
0.43997;-1.86085;-2.28547
0.414779;-1.85259;-2.3017
0.400866;-1.84784;-2.31071
0.389074;-1.8437;-2.31837
0.38028;-1.84054;-2.32409
0.372095;-1.83755;-2.32942
0.363923;-1.83452;-2.33476
0.350274;-1.82935;-2.3437
0.33956;-1.82519;-2.35074
0.328954;-1.82098;-2.35773
0.315396;-1.81548;-2.36669
